,BUSCADOR DE CARRERAS 2026,,,,,,,,,,,,,,,,,,Porcentaje de matriculados según establecimiento de origen,,,,,,,,,,,Ponderaciones,,,,,,,,
Código único de carrera ,Código institución ,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Arancel Anual 2026,Costo de titulación,Duración Formal (semestres),Nivel carrera ,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Municipal y Servicios Locales,Particular Subvencionado ,Particular Pagado,Administración Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Rango ingreso a 1er año con PAES 2025,Promedio PAES 2025 de Matrícula 1er año 2025,Promedio NEM 2025 de Matrícula 2025,Vacantes 1er semestre ,NEM,Ranking ,PAES Lenguaje,PAES Matemáticas ,PAES Matemáticas 2,PAES Historia ,PAES Ciencias ,Otros ,Área Carrera Genérica
I84S1C502J1V1,84,Agropecuaria,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA EN ACUICULTURA SOSTENIBLE,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 5.007.000,$ 429.000,10,Profesional,9,12,21,5,9,14,28.6%,71.4%,0.0%,0.0%,0,0,0, - , - , 5.9 ,40,10,50,10,20,0,0,10,0,Ingeniería en Acuicultura y Pesca
I84S1C503J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,QUIMICA Y FARMACIA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 5.312.000,$ 429.000,10,Profesional,101,65,166,56,36,92,44.5%,49.4%,3.0%,3.0%,0,0,0, 80% <= X <= 100% , 661.9 , 6.3 ,90,10,40,15,20,0,0,15,0,Química y Farmacia
I84S1C504J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNOLOGIA MEDICA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 5.226.000,$ 429.000,10,Profesional,125,63,188,59,37,96,51.1%,47.9%,1.1%,0.0%,0,0,0, 80% <= X <= 100% , 618.0 , 6.2 ,90,10,40,15,20,0,0,15,0,Tecnología Médica
I84S1C516J1V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL EN OBRAS CIVILES,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 5.178.000,$ 429.000,11,Profesional,13,34,47,13,33,46,48.9%,46.8%,2.1%,2.1%,0,0,0, 80% <= X <= 100% , 637.0 , 6.1 ,50,10,35,10,30,5,10,10,0,Ingeniería Civil en Obras Civiles
I84S1C530J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,MEDICINA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 7.743.000,$ 429.000,14,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,10,40,20,20,0,0,10,0,Medicina
I84S1C531J1V1,84,Agropecuaria,Universidades,UNIVERSIDAD DE LOS LAGOS,MEDICINA VETERINARIA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 5.304.000,$ 429.000,10,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,80,10,40,20,20,0,0,10,0,Medicina Veterinaria
I84S1C67J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,91,0,91,38,0,38,55.2%,43.7%,1.1%,0.0%,27,0,27, - , - , 5.7 ,45,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I84S1C68J1V2,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,41,32,73,16,14,30,58.9%,39.7%,1.4%,0.0%,13,13,26, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I84S1C68J2V2,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Los Lagos,Vespertina,CASA CENTRAL (OSORNO),$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,32,21,53,15,7,22,41.9%,51.2%,4.7%,2.3%,9,10,19, - , - , 5.5 ,50,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I84S1C6J1V1,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,CONTADOR PUBLICO AUDITOR,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 3.987.000,$ 429.000,10,Profesional,109,100,209,28,28,56,67.6%,30.4%,1.0%,1.0%,17,17,34, 80% <= X <= 100% , 609.9 , 6.2 ,60,10,40,15,25,0,10,10,0,Contador Auditor
I84S1C70J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN INFORMATICA,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,5,55,60,2,12,14,49.1%,50.9%,0.0%,0.0%,4,22,26, - , - , 5.8 ,35,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I84S1C78J2V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,CONSTRUCCION CIVIL (CONTINUIDAD PARA TECNICOS),Los Lagos,Vespertina,CASA CENTRAL (OSORNO),$ 2.675.000,$ 361.000,5,Profesional,5,35,40,0,0,0,51.4%,43.2%,2.7%,2.7%,4,22,26, - , - , 5.6 ,35,0,0,0,0,0,0,0,0,Construcción Civil
I84S1C81J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN CONSTRUCCION,Los Lagos,Diurna,CASA CENTRAL (OSORNO),$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,10,56,66,1,17,18,50.0%,48.5%,1.5%,0.0%,0,10,10, - , - , 5.6 ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I84S1C81J2V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN CONSTRUCCION,Los Lagos,Vespertina,CASA CENTRAL (OSORNO),$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,2,43,45,0,13,13,54.1%,40.5%,2.7%,2.7%,0,6,6, - , - , 5.6 ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I84S2C18J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL INDUSTRIAL,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.078.000,$ 429.000,11,Profesional,35,60,95,12,15,27,46.3%,51.6%,2.1%,0.0%,0,0,0, 80% <= X <= 100% , 583.9 , 6.1 ,45,10,35,10,30,5,10,10,0,Ingeniería Civil Industrial
I84S2C28J1V3,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,"PEDAGOGIA EN EDUCACION MEDIA MENCION EDUCACION FISICA, PROSECUCION DE ESTUDIOS",Los Lagos,Diurna,SEDE PUERTO MONTT,$ 3.618.000,$ 429.000,6,Profesional,11,28,39,0,0,0,54.1%,45.9%,0.0%,0.0%,8,19,27, - , - , 5.5 ,20,0,0,0,0,0,0,0,0,Pedagogía en Educación Física
I84S2C28J1V4,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,PEDAGOGIA EN EDUCACION MEDIA MENCION EDUCACION FISICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 3.618.000,$ 429.000,10,Profesional,39,84,123,12,29,41,45.5%,52.9%,0.8%,0.8%,0,0,0, 80% <= X <= 100% , 553.8 , 5.9 ,40,10,50,20,10,0,10,10,0,Pedagogía en Educación Física
I84S2C2J1V2,84,Arte y Arquitectura,Universidades,UNIVERSIDAD DE LOS LAGOS,ARQUITECTURA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.472.000,$ 429.000,10,Profesional,139,112,251,38,25,63,45.8%,52.2%,1.2%,0.8%,4,3,7, 80% <= X <= 100% , 597.6 , 6.1 ,63,10,50,10,20,0,10,10,0,Arquitectura
I84S2C319J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,ENFERMERIA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.078.000,$ 429.000,10,Profesional,296,90,386,54,17,71,56.6%,42.3%,0.5%,0.5%,19,8,27, 80% <= X <= 100% , 537.8 , 6.0 ,80,10,45,15,20,0,0,10,0,Enfermería
I84S2C320J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,KINESIOLOGIA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.078.000,$ 429.000,10,Profesional,115,119,234,19,39,58,55.8%,43.8%,0.4%,0.0%,16,9,25, 80% <= X <= 100% , 552.0 , 6.1 ,53,10,50,15,15,0,0,10,0,Kinesiología
I84S2C322J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO DEPORTIVO UNIVERSITARIO,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,34,74,108,14,33,47,46.2%,51.0%,2.9%,0.0%,3,18,21, - , - , 5.6 ,45,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I84S2C330J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL EN INFORMATICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.078.000,$ 429.000,11,Profesional,16,124,140,6,37,43,57.9%,42.1%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 621.7 , 6.2 ,60,10,35,10,30,5,10,10,0,Ingeniería Civil en Computación e Informática
I84S2C383J1V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN TRANSPORTE MARITIMO COSTERO,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.529.000,$ 253.000,5,Técnica de Nivel Superior,31,113,144,13,57,70,52.8%,46.5%,0.0%,0.7%,3,16,19, - , - , 5.8 ,75,0,0,0,0,0,0,0,0,Técnico en Transporte Marítimo y Puertos
I84S2C395J2V1,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA EN ADMINISTRACION DE EMPRESAS (CONTINUIDAD PARA TECNICOS DE NIVEL SUPERIOR),Los Lagos,Vespertina,SEDE PUERTO MONTT,$ 2.499.000,$ 361.000,5,Profesional,15,9,24,0,0,0,52.6%,47.4%,0.0%,0.0%,12,9,21, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Administración de Empresas e Ing. Asociadas
I84S2C400J2V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA EN INFORMATICA (CONTINUIDAD PARA TECNICOS DE NIVEL SUPERIOR),Los Lagos,Vespertina,SEDE PUERTO MONTT,$ 2.841.000,$ 361.000,5,Profesional,4,26,30,0,0,0,54.2%,41.7%,4.2%,0.0%,1,2,3, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Ingeniería en Computación e Informática
I84S2C406J1V1,84,Ciencias Sociales,Universidades,UNIVERSIDAD DE LOS LAGOS,PSICOLOGIA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.078.000,$ 429.000,10,Profesional,260,128,388,58,24,82,51.8%,46.6%,1.0%,0.5%,23,11,34, 80% <= X <= 100% , 554.7 , 6.0 ,80,10,40,20,20,0,10,10,0,Psicología
I84S2C408J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN ELECTROMECANICA MARITIMA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.806.000,$ 253.000,5,Técnica de Nivel Superior,5,95,100,3,38,41,56.6%,43.4%,0.0%,0.0%,0,11,11, - , - , 5.6 ,55,0,0,0,0,0,0,0,0,Técnico en Electromecánica
I84S2C423J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN GESTION Y DESARROLLO DE PRODUCTOS ALIMENTARIOS,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,33,21,54,11,6,17,40.4%,57.4%,0.0%,2.1%,34,9,43, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Alimentos
I84S2C441J1V1,84,Derecho,Universidades,UNIVERSIDAD DE LOS LAGOS,DERECHO,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.118.000,$ 201.000,10,Profesional,39,24,63,22,14,36,48.4%,48.4%,1.6%,1.6%,0,0,0, 80% <= X <= 100% , 578.9 , 5.8 ,65,10,40,20,10,0,20,0,0,Derecho
I84S2C443J1V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL ELECTRICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.321.000,$ 429.000,11,Profesional,10,100,110,4,35,39,52.7%,45.5%,0.9%,0.9%,0,6,6, 80% <= X <= 100% , 604.0 , 6.2 ,45,10,35,10,30,5,10,10,0,Ingeniería Civil Eléctrica
I84S2C456J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,OBSTETRICIA Y PUERICULTURA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.054.000,$ 429.000,10,Profesional,94,3,97,93,3,96,55.7%,44.3%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 558.8 , 6.3 ,90,10,40,20,20,0,0,10,0,Obstetricia y Puericultura
I84S2C457J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,TERAPIA OCUPACIONAL,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.054.000,$ 429.000,10,Profesional,66,12,78,17,0,17,53.2%,45.5%,1.3%,0.0%,0,0,0, - , - , 6.0 ,45,10,40,20,20,0,0,10,0,Terapia Ocupacional
I84S2C490J1V1,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,PEDAGOGIA EN ARTES VISUALES,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 3.920.000,$ 429.000,10,Profesional,54,13,67,20,3,23,53.8%,43.1%,3.1%,0.0%,0,0,0, - , - , 6.1 ,40,10,40,25,15,0,10,10,0,Pedagogía en Artes y Música
I84S2C491J1V1,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,PEDAGOGIA EN MUSICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 3.920.000,$ 429.000,10,Profesional,27,60,87,14,19,33,57.5%,42.5%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 589.3 , 6.1 ,40,10,40,25,15,0,10,10,0,Pedagogía en Artes y Música
I84S2C503J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,QUIMICA Y FARMACIA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.312.000,$ 429.000,10,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,45,10,40,15,20,0,0,15,0,Química y Farmacia
I84S2C515J1V1,84,Ciencias Sociales,Universidades,UNIVERSIDAD DE LOS LAGOS,ADMINISTRACION PUBLICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 4.323.000,$ 429.000,10,Profesional,11,14,25,11,14,25,64.0%,36.0%,0.0%,0.0%,0,0,0, - , - , 5.9 ,50,10,50,10,10,0,20,0,0,Administración Pública
I84S2C516J1V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL EN OBRAS CIVILES,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 5.178.000,$ 429.000,11,Profesional,10,11,21,10,11,21,52.4%,47.6%,0.0%,0.0%,0,0,0, - , - , 6.4 ,45,10,35,10,30,5,10,10,0,Ingeniería Civil en Obras Civiles
I84S2C67J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,74,0,74,30,0,30,47.2%,52.8%,0.0%,0.0%,18,0,18, - , - , 5.8 ,45,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I84S2C70J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN INFORMATICA,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,4,39,43,2,17,19,46.5%,53.5%,0.0%,0.0%,0,0,0, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I84S2C78J2V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,CONSTRUCCION CIVIL (CONTINUIDAD PARA TECNICOS),Los Lagos,Vespertina,SEDE PUERTO MONTT,$ 2.675.000,$ 361.000,5,Profesional,10,35,45,0,0,0,52.5%,45.0%,2.5%,0.0%,7,9,16, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Construcción Civil
I84S2C81J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN CONSTRUCCION,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,0,2,2,0,0,0,s/i,s/i,s/i,s/i,6,9,15, - , - , s/i ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I84S2C81J2V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN CONSTRUCCION,Los Lagos,Vespertina,SEDE PUERTO MONTT,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,13,34,47,4,12,16,67.5%,32.5%,0.0%,0.0%,1,5,6, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I84S2C92J1V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA AMBIENTAL,Los Lagos,Diurna,SEDE PUERTO MONTT,$ 4.867.000,$ 429.000,10,Profesional,17,20,37,2,4,6,37.8%,59.5%,2.7%,0.0%,4,4,8, - , - , 6.0 ,20,10,35,20,20,5,10,10,0,Ingeniería en Medio Ambiente
I84S6C107J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,PEDAGOGIA EN EDUCACION GENERAL BASICA,Los Lagos,Diurna,SEDE CASTRO,$ 3.599.000,$ 429.000,8,Profesional,81,17,98,30,3,33,71.4%,28.6%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 589.5 , 6.2 ,30,10,50,15,15,0,10,10,0,Pedagogía en Educación Básica
I84S6C18J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL INDUSTRIAL,Los Lagos,Diurna,SEDE CASTRO,$ 5.078.000,$ 429.000,11,Profesional,11,18,29,11,18,29,75.9%,24.1%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 602.0 , 6.3 ,45,10,35,10,30,5,10,10,0,Ingeniería Civil Industrial
I84S6C322J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO DEPORTIVO UNIVERSITARIO,Los Lagos,Diurna,SEDE CASTRO,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,15,60,75,8,22,30,68.0%,32.0%,0.0%,0.0%,4,20,24, - , - , 5.7 ,45,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I84S6C330J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA CIVIL EN INFORMATICA,Los Lagos,Diurna,SEDE CASTRO,$ 5.078.000,$ 429.000,11,Profesional,8,25,33,6,13,19,68.8%,31.3%,0.0%,0.0%,0,0,0, - , - , 6.3 ,60,10,35,10,30,5,10,10,0,Ingeniería Civil en Computación e Informática
I84S6C395J2V1,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA EN ADMINISTRACION DE EMPRESAS (CONTINUIDAD PARA TECNICOS DE NIVEL SUPERIOR),Los Lagos,Vespertina,SEDE CASTRO,$ 2.499.000,$ 361.000,5,Profesional,49,20,69,0,0,0,77.0%,23.0%,0.0%,0.0%,13,4,17, - , - , 5.9 ,35,0,0,0,0,0,0,0,0,Administración de Empresas e Ing. Asociadas
I84S6C400J2V1,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,INGENIERIA EN INFORMATICA (CONTINUIDAD PARA TECNICOS DE NIVEL SUPERIOR),Los Lagos,Vespertina,SEDE CASTRO,$ 2.841.000,$ 361.000,5,Profesional,2,29,31,0,0,0,63.3%,36.7%,0.0%,0.0%,0,7,7, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Ingeniería en Computación e Informática
I84S6C406J1V1,84,Ciencias Sociales,Universidades,UNIVERSIDAD DE LOS LAGOS,PSICOLOGIA,Los Lagos,Diurna,SEDE CASTRO,$ 5.078.000,$ 429.000,10,Profesional,128,63,191,39,23,62,69.2%,30.8%,0.0%,0.0%,0,0,0, 80% <= X <= 100% , 568.1 , 6.1 ,80,10,40,20,20,0,10,10,0,Psicología
I84S6C457J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,TERAPIA OCUPACIONAL,Los Lagos,Diurna,SEDE CASTRO,$ 5.054.000,$ 429.000,10,Profesional,111,18,129,27,9,36,74.2%,25.0%,0.8%,0.0%,0,0,0, 80% <= X <= 100% , 565.8 , 6.2 ,40,10,40,20,20,0,0,10,0,Terapia Ocupacional
I84S6C485J1V1,84,Salud,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Los Lagos,Diurna,SEDE CASTRO,$ 2.974.000,$ 253.000,5,Técnica de Nivel Superior,131,30,161,54,14,68,66.0%,32.7%,1.3%,0.0%,37,9,46, - , - , 5.7 ,70,0,0,0,0,0,0,0,0,Técnico en Enfermería
I84S6C67J1V2,84,Educación,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA,Los Lagos,Diurna,SEDE CASTRO,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,90,0,90,31,0,31,75.0%,25.0%,0.0%,0.0%,19,0,19, - , - , 5.9 ,45,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I84S6C68J1V2,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Los Lagos,Diurna,SEDE CASTRO,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,76,40,116,34,14,48,77.2%,21.9%,0.9%,0.0%,23,11,34, - , - , 6.1 ,55,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I84S6C68J2V2,84,Administración y Comercio,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Los Lagos,Vespertina,SEDE CASTRO,$ 2.328.000,$ 253.000,5,Técnica de Nivel Superior,42,24,66,15,12,27,62.7%,37.3%,0.0%,0.0%,10,2,12, - , - , 5.9 ,50,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I84S6C70J1V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN INFORMATICA,Los Lagos,Diurna,SEDE CASTRO,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,16,115,131,4,40,44,65.6%,34.4%,0.0%,0.0%,1,22,23, - , - , 5.9 ,55,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I84S6C78J2V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,CONSTRUCCION CIVIL (CONTINUIDAD PARA TECNICOS),Los Lagos,Vespertina,SEDE CASTRO,$ 2.675.000,$ 361.000,5,Profesional,8,39,47,0,0,0,60.0%,40.0%,0.0%,0.0%,2,10,12, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Construcción Civil
I84S6C81J2V2,84,Tecnología,Universidades,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN CONSTRUCCION,Los Lagos,Vespertina,SEDE CASTRO,$ 2.387.000,$ 253.000,5,Técnica de Nivel Superior,7,48,55,3,22,25,60.0%,37.8%,2.2%,0.0%,0,14,14, - , - , 5.8 ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I85S1C212J1V2,85,Tecnología,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,INGENIERIA CIVIL EN OBRAS CIVILES,Metropolitana,Diurna,CASA CENTRAL,$ 4.763.300,$ 215.500,11,Profesional,28,101,129,11,34,45,27.8%,65.1%,0.8%,6.3%,0,0,0, 80% <= X <= 100% , 609.5 , 5.9 ,50,15,20,15,35,5,10,10,0,Ingeniería Civil en Obras Civiles
I85S1C251J1V1,85,Tecnología,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,INGENIERIA CIVIL EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Metropolitana,Diurna,CASA CENTRAL,$ 4.763.300,$ 215.500,11,Profesional,28,39,67,5,5,10,34.3%,56.7%,3.0%,6.0%,5,6,11, - , - , 5.9 ,20,15,30,20,20,5,10,10,0,Otras Ingenierías Civiles
I85S1C39J1V1,85,Ciencias Sociales,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,TRABAJO SOCIAL,Metropolitana,Diurna,CASA CENTRAL,$ 4.195.000,$ 215.500,10,Profesional,271,89,360,34,9,43,31.1%,60.4%,2.8%,5.7%,161,37,198, 80% <= X <= 100% , 528.3 , 5.9 ,60,20,30,20,10,0,20,0,0,Trabajo Social
I85S1C3J1V1,85,Arte y Arquitectura,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL,$ 4.891.000,$ 259.000,12,Profesional,357,387,744,69,78,147,30.4%,60.2%,4.7%,4.7%,37,39,76, 80% <= X <= 100% , 587.6 , 6.0 ,120,20,25,20,20,0,15,15,0,Arquitectura
I85S1C524J1V1,85,Derecho,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,DERECHO,Metropolitana,Diurna,CASA CENTRAL,$ 4.276.100,$ 215.500,10,Profesional,101,71,172,57,41,98,29.7%,58.8%,5.5%,6.1%,0,0,0, 80% <= X <= 100% , 579.3 , 6.0 ,90,10,25,35,10,0,20,0,0,Derecho
I85S1C526J1V1,85,Ciencias Sociales,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL,$ 4.113.700,$ 215.500,10,Profesional,183,118,301,102,76,178,37.7%,52.4%,4.1%,5.8%,0,0,0, 80% <= X <= 100% , 601.9 , 6.0 ,150,10,20,30,20,0,20,20,0,Psicología
I85S1C55J1V1,85,Tecnología,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,DISEÑO INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL,$ 4.891.000,$ 215.500,10,Profesional,101,74,175,20,10,30,27.5%,53.8%,11.7%,7.0%,11,15,26, 80% <= X <= 100% , 571.6 , 6.0 ,40,25,35,10,10,0,20,20,0,Diseño Industrial
